NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOMF_SPECIES_GO:0005427_PROTON-DEPENDENT_OLIGOPEPTIDE_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0005432_CALCIUM:SODIUM_ANTIPORTER_ACTIVITY	14		Rejected!	
GOMF_SPECIES_GO:0005436_SODIUM:PHOSPHATE_SYMPORTER_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0005451_MONOVALENT_CATION:PROTON_ANTIPORTER_ACTIVITY	23		Rejected!	
GOMF_SPECIES_GO:0005452_INORGANIC_ANION_EXCHANGER_ACTIVITY	14		Rejected!	
GOMF_SPECIES_GO:0005457_GDP-FUCOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0005459_UDP-GALACTOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	11		Rejected!	
GOMF_SPECIES_GO:0005460_UDP-GLUCOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0005461_UDP-GLUCURONIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0005462_UDP-N-ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0005463_UDP-N-ACETYLGALACTOSAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0005464_UDP-XYLOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0005471_ATP:ADP_ANTIPORTER_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0005483_SOLUBLE_NSF_ATTACHMENT_PROTEIN_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0005484_SP_RECEPTOR_ACTIVITY	43	22		
GOMF_SPECIES_GO:0005488_BINDING	5373		Rejected!	
GOMF_SPECIES_GO:0005496_STEROID_BINDING	55	38		
GOMF_SPECIES_GO:0005500_JUVENILE_HORMONE_BINDING	2		Rejected!	
GOMF_SPECIES_GO:0005501_RETINOID_BINDING	15		Rejected!	
GOMF_SPECIES_GO:0005504_FATTY_ACID_BINDING	10		Rejected!	
GOMF_SPECIES_GO:0005506_IRON_ION_BINDING	204	167		
GOMF_SPECIES_GO:0005507_COPPER_ION_BINDING	31	26		
GOMF_SPECIES_GO:0005509_CALCIUM_ION_BINDING	481	309		
GOMF_SPECIES_GO:0005515_PROTEIN_BINDING	5427		Rejected!	
GOMF_SPECIES_GO:0005516_CALMODULIN_BINDING	115	63		
GOMF_SPECIES_GO:0005518_COLLAGEN_BINDING	27	15		
GOMF_SPECIES_GO:0005519_CYTOSKELETAL_REGULATORY_PROTEIN_BINDING	6		Rejected!	
GOMF_SPECIES_GO:0005521_LAMIN_BINDING	6		Rejected!	
GOMF_SPECIES_GO:0005523_TROPOMYOSIN_BINDING	21		Rejected!	
GOMF_SPECIES_GO:0005524_ATP_BINDING	1439		Rejected!	
GOMF_SPECIES_GO:0005525_GTP_BINDING	316	212		
GOMF_SPECIES_GO:0005527_MACROLIDE_BINDING	14		Rejected!	
GOMF_SPECIES_GO:0005528_FK506_BINDING	14		Rejected!	
GOMF_SPECIES_GO:0005534_GALACTOSE_BINDING	5		Rejected!	
GOMF_SPECIES_GO:0005536_GLUCOSE_BINDING	5		Rejected!	
GOMF_SPECIES_GO:0005537_MANNOSE_BINDING	4		Rejected!	
GOMF_SPECIES_GO:0005539_GLYCOSAMINOGLYCAN_BINDING	96	62		
GOMF_SPECIES_GO:0005543_PHOSPHOLIPID_BINDING	350	189		
GOMF_SPECIES_GO:0005544_CALCIUM-DEPENDENT_PHOSPHOLIPID_BINDING	35		Rejected!	
GOMF_SPECIES_GO:0005545_1-PHOSPHATIDYLINOSITOL_BINDING	5		Rejected!	
GOMF_SPECIES_GO:0005546_PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE_BINDING	53	26		
GOMF_SPECIES_GO:0005547_PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE_BINDING	15		Rejected!	
GOMF_SPECIES_GO:0005548_PHOSPHOLIPID_TRANSPORTER_ACTIVITY	29	22		
GOMF_SPECIES_GO:0005549_ODORANT_BINDING	124	105		
GOMF_SPECIES_GO:0005550_PHEROMONE_BINDING	12		Rejected!	
GOMF_SPECIES_GO:0008009_CHEMOKINE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008010_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_LARVAL_CUTICLE	102	86		
GOMF_SPECIES_GO:0008011_STRUCTURAL_CONSTITUENT_OF_PUPAL_CHITIN-BASED_CUTICLE	10		Rejected!	
GOMF_SPECIES_GO:0008013_BETA-CATENIN_BINDING	21		Rejected!	
GOMF_SPECIES_GO:0008017_MICROTUBULE_BINDING	236	132		
GOMF_SPECIES_GO:0008020_G_PROTEIN-COUPLED_PHOTORECEPTOR_ACTIVITY	19		Rejected!	
GOMF_SPECIES_GO:0008022_PROTEIN_C-TERMINUS_BINDING	9		Rejected!	
GOMF_SPECIES_GO:0008028_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	78	52		
GOMF_SPECIES_GO:0008036_DIURETIC_HORMONE_RECEPTOR_ACTIVITY	11		Rejected!	
GOMF_SPECIES_GO:0008046_AXON_GUIDANCE_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008047_ENZYME_ACTIVATOR_ACTIVITY	324	178		
GOMF_SPECIES_GO:0008048_CALCIUM_SENSITIVE_GUANYLATE_CYCLASE_ACTIVATOR_ACTIVITY	10		Rejected!	
GOMF_SPECIES_GO:0008061_CHITIN_BINDING	111	82		
GOMF_SPECIES_GO:0008066_GLUTAMATE_RECEPTOR_ACTIVITY	44	31		
GOMF_SPECIES_GO:0008068_EXTRACELLULARLY_GLUTAMATE-GATED_CHLORIDE_CHANNEL_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008079_TRANSLATION_TERMINATION_FACTOR_ACTIVITY	12		Rejected!	
GOMF_SPECIES_GO:0008080_N-ACETYLTRANSFERASE_ACTIVITY	76	36		
GOMF_SPECIES_GO:0008081_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	53	37		
GOMF_SPECIES_GO:0008083_GROWTH_FACTOR_ACTIVITY	31	24		
GOMF_SPECIES_GO:0008084_IMAGINAL_DISC_GROWTH_FACTOR_RECEPTOR_BINDING	4		Rejected!	
GOMF_SPECIES_GO:0008092_CYTOSKELETAL_PROTEIN_BINDING	818	416		
GOMF_SPECIES_GO:0008093_CYTOSKELETAL_ANCHOR_ACTIVITY	17		Rejected!	
GOMF_SPECIES_GO:0008094_ATP-DEPENDENT_ACTIVITY,_ACTING_ON_D	147	83		
GOMF_SPECIES_GO:0008097_5S_RR_BINDING	7		Rejected!	
GOMF_SPECIES_GO:0008098_5S_RR_PRIMARY_TRANSCRIPT_BINDING	4		Rejected!	
GOMF_SPECIES_GO:0008106_ALCOHOL_DEHYDROGENASE_(DP+)_ACTIVITY	31	21		
GOMF_SPECIES_GO:0008111_ALPHA-METHYLACYL-COA_RACEMASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008117_SPHINGANINE-1-PHOSPHATE_ALDOLASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008121_UBIQUINOL-CYTOCHROME-C_REDUCTASE_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008126_ACETYLESTERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008134_TRANSCRIPTION_FACTOR_BINDING	401	214		
GOMF_SPECIES_GO:0008135_TRANSLATION_FACTOR_ACTIVITY,_R_BINDING	132	100		
GOMF_SPECIES_GO:0008137_DH_DEHYDROGENASE_(UBIQUINONE)_ACTIVITY	20	18		
GOMF_SPECIES_GO:0008138_PROTEIN_TYROSINE/SERINE/THREONINE_PHOSPHATASE_ACTIVITY	41	25		
GOMF_SPECIES_GO:0008139_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	22		Rejected!	
GOMF_SPECIES_GO:0008140_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING	13		Rejected!	
GOMF_SPECIES_GO:0008143_POLY(A)_BINDING	28		Rejected!	
GOMF_SPECIES_GO:0008146_SULFOTRANSFERASE_ACTIVITY	32	22		
GOMF_SPECIES_GO:0008157_PROTEIN_PHOSPHATASE_1_BINDING	63	35		
GOMF_SPECIES_GO:0008158_HEDGEHOG_RECEPTOR_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008160_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVATOR_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008168_METHYLTRANSFERASE_ACTIVITY	218	145		
GOMF_SPECIES_GO:0008169_C-METHYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008170_N-METHYLTRANSFERASE_ACTIVITY	100	55		
GOMF_SPECIES_GO:0008171_O-METHYLTRANSFERASE_ACTIVITY	22	18		
GOMF_SPECIES_GO:0008172_S-METHYLTRANSFERASE_ACTIVITY	12		Rejected!	
GOMF_SPECIES_GO:0008173_R_METHYLTRANSFERASE_ACTIVITY	57	51		
GOMF_SPECIES_GO:0008174_MR_METHYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008175_TR_METHYLTRANSFERASE_ACTIVITY	32	27		
GOMF_SPECIES_GO:0008176_TR_(GUANINE-N7-)-METHYLTRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008177_SUCCINATE_DEHYDROGENASE_(UBIQUINONE)_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0008179_ADENYLATE_CYCLASE_BINDING	5		Rejected!	
GOMF_SPECIES_GO:0008186_ATP-DEPENDENT_ACTIVITY,_ACTING_ON_R	95	74		
GOMF_SPECIES_GO:0008187_POLY-PYRIMIDINE_TRACT_BINDING	47	24		
GOMF_SPECIES_GO:0008188_NEUROPEPTIDE_RECEPTOR_ACTIVITY	94	52		
GOMF_SPECIES_GO:0008190_EUKARYOTIC_INITIATION_FACTOR_4E_BINDING	8		Rejected!	
GOMF_SPECIES_GO:0008191_METALLOENDOPEPTIDASE_INHIBITOR_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008192_R_GUANYLYLTRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008194_UDP-GLYCOSYLTRANSFERASE_ACTIVITY	138	111		
GOMF_SPECIES_GO:0008195_PHOSPHATIDATE_PHOSPHATASE_ACTIVITY	17		Rejected!	
GOMF_SPECIES_GO:0008196_VITELLOGENIN_RECEPTOR_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008198_FERROUS_IRON_BINDING	16		Rejected!	
GOMF_SPECIES_GO:0008199_FERRIC_IRON_BINDING	8		Rejected!	
GOMF_SPECIES_GO:0008200_ION_CHANNEL_INHIBITOR_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008201_HEPARIN_BINDING	63	35		
GOMF_SPECIES_GO:0008226_TYRAMINE_RECEPTOR_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008227_G_PROTEIN-COUPLED_AMINE_RECEPTOR_ACTIVITY	47	32		
GOMF_SPECIES_GO:0008233_PEPTIDASE_ACTIVITY	888		Rejected!	
GOMF_SPECIES_GO:0008234_CYSTEINE-TYPE_PEPTIDASE_ACTIVITY	162	92		
GOMF_SPECIES_GO:0008235_METALLOEXOPEPTIDASE_ACTIVITY	120	81		
GOMF_SPECIES_GO:0008236_SERINE-TYPE_PEPTIDASE_ACTIVITY	361	275		
GOMF_SPECIES_GO:0008237_METALLOPEPTIDASE_ACTIVITY	259	175		
GOMF_SPECIES_GO:0008238_EXOPEPTIDASE_ACTIVITY	195	139		
GOMF_SPECIES_GO:0008239_DIPEPTIDYL-PEPTIDASE_ACTIVITY	26	17		
GOMF_SPECIES_GO:0008240_TRIPEPTIDYL-PEPTIDASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008241_PEPTIDYL-DIPEPTIDASE_ACTIVITY	12		Rejected!	
GOMF_SPECIES_GO:0008242_OMEGA_PEPTIDASE_ACTIVITY	25	17		
GOMF_SPECIES_GO:0008251_TR-SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008252_NUCLEOTIDASE_ACTIVITY	27	18		
GOMF_SPECIES_GO:0008253_5	18		Rejected!	
GOMF_SPECIES_GO:0008254_3	7		Rejected!	
GOMF_SPECIES_GO:0008260_3-OXOACID_COA-TRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008261_ALLATOSTATIN_RECEPTOR_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0008263_PYRIMIDINE-SPECIFIC_MISMATCH_BASE_PAIR_D_N-GLYCOSYLASE_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008265_MO-MOLYBDOPTERIN_COFACTOR_SULFURASE_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008266_POLY(U)_R_BINDING	38	19		
GOMF_SPECIES_GO:0008270_ZINC_ION_BINDING	1049		Rejected!	
GOMF_SPECIES_GO:0008271_SECONDARY_ACTIVE_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	27		Rejected!	
GOMF_SPECIES_GO:0008273_CALCIUM,_POTASSIUM:SODIUM_ANTIPORTER_ACTIVITY	11		Rejected!	
GOMF_SPECIES_GO:0008276_PROTEIN_METHYLTRANSFERASE_ACTIVITY	97	51		
GOMF_SPECIES_GO:0008288_BOSS_RECEPTOR_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008289_LIPID_BINDING	512	292		
GOMF_SPECIES_GO:0008294_CALCIUM-_AND_CALMODULIN-RESPONSIVE_ADENYLATE_CYCLASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008296_3	26	16		
GOMF_SPECIES_GO:0008297_SINGLE-STRANDED_D_EXODEOXYRIBONUCLEASE_ACTIVITY	14		Rejected!	
GOMF_SPECIES_GO:0008301_D_BINDING,_BENDING	22	15		
GOMF_SPECIES_GO:0008307_STRUCTURAL_CONSTITUENT_OF_MUSCLE	40	22		
GOMF_SPECIES_GO:0008308_VOLTAGE-GATED_ANION_CHANNEL_ACTIVITY	16		Rejected!	
GOMF_SPECIES_GO:0008309_DOUBLE-STRANDED_D_EXODEOXYRIBONUCLEASE_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008310_SINGLE-STRANDED_D_3	10		Rejected!	
GOMF_SPECIES_GO:0008311_DOUBLE-STRANDED_D_3	7		Rejected!	
GOMF_SPECIES_GO:0008312_7S_R_BINDING	11		Rejected!	
GOMF_SPECIES_GO:0008318_PROTEIN_PRENYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008320_PROTEIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	19	19		
GOMF_SPECIES_GO:0008324_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	575	334		
GOMF_SPECIES_GO:0008327_METHYL-CPG_BINDING	2		Rejected!	
GOMF_SPECIES_GO:0008330_PROTEIN_TYROSINE/THREONINE_PHOSPHATASE_ACTIVITY	9		Rejected!	
GOMF_SPECIES_GO:0008331_HIGH_VOLTAGE-GATED_CALCIUM_CHANNEL_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008332_LOW_VOLTAGE-GATED_CALCIUM_CHANNEL_ACTIVITY	11		Rejected!	
GOMF_SPECIES_GO:0008336_GAMMA-BUTYROBETAINE_DIOXYGENASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008349_MAP_KINASE_KINASE_KINASE_KINASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008353_R_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	19		Rejected!	
GOMF_SPECIES_GO:0008374_O-ACYLTRANSFERASE_ACTIVITY	49	32		
GOMF_SPECIES_GO:0008375_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	38	27		
GOMF_SPECIES_GO:0008376_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	33	26		
GOMF_SPECIES_GO:0008378_GALACTOSYLTRANSFERASE_ACTIVITY	23	22		
GOMF_SPECIES_GO:0008379_THIOREDOXIN_PEROXIDASE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008381_MECHANOSENSITIVE_ION_CHANNEL_ACTIVITY	15		Rejected!	
GOMF_SPECIES_GO:0008384_IKAPPAB_KINASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008395_STEROID_HYDROXYLASE_ACTIVITY	10		Rejected!	
GOMF_SPECIES_GO:0008408_3	81	48		
GOMF_SPECIES_GO:0008409_5	25	19		
GOMF_SPECIES_GO:0008410_COA-TRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008412_4-HYDROXYBENZOATE_OCTAPRENYLTRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008417_FUCOSYLTRANSFERASE_ACTIVITY	9		Rejected!	
GOMF_SPECIES_GO:0008418_PROTEIN-N-TERMINAL_ASPARAGINE_AMIDOHYDROLASE_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008419_R_LARIAT_DEBRANCHING_ENZYME_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008420_R_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_PHOSPHATASE_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0008422_BETA-GLUCOSIDASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008425_2-POLYPRENYL-6-METHOXY-1,4-BENZOQUINONE_METHYLTRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008428_RIBONUCLEASE_INHIBITOR_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008429_PHOSPHATIDYLETHANOLAMINE_BINDING	4		Rejected!	
GOMF_SPECIES_GO:0008440_INOSITOL-1,4,5-TRISPHOSPHATE_3-KINASE_ACTIVITY	12		Rejected!	
GOMF_SPECIES_GO:0008441_3	10		Rejected!	
GOMF_SPECIES_GO:0008442_3-HYDROXYISOBUTYRATE_DEHYDROGENASE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008443_PHOSPHOFRUCTOKINASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008446_GDP-MANNOSE_4,6-DEHYDRATASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008447_L-ASCORBATE_OXIDASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008449_N-ACETYLGLUCOSAMINE-6-SULFATASE_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008453_ALANINE-GLYOXYLATE_TRANSAMINASE_ACTIVITY	10		Rejected!	
GOMF_SPECIES_GO:0008455_ALPHA-1,6-MANNOSYLGLYCOPROTEIN_2-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008465_GLYCERATE_DEHYDROGENASE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008466_GLYCOGENIN_GLUCOSYLTRANSFERASE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008467_[HEPARAN_SULFATE]-GLUCOSAMINE_3-SULFOTRANSFERASE_1_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008469_HISTONE-ARGININE_N-METHYLTRANSFERASE_ACTIVITY	9		Rejected!	
GOMF_SPECIES_GO:0008470_ISOVALERYL-COA_DEHYDROGENASE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008474_PALMITOYL-(PROTEIN)_HYDROLASE_ACTIVITY	10		Rejected!	
GOMF_SPECIES_GO:0008475_PROCOLLAGEN-LYSINE_5-DIOXYGENASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008476_PROTEIN-TYROSINE_SULFOTRANSFERASE_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008479_QUEUINE_TR-RIBOSYLTRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008480_SARCOSINE_DEHYDROGENASE_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008482_SULFITE_OXIDASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008483_TRANSAMINASE_ACTIVITY	34	23		
GOMF_SPECIES_GO:0008484_SULFURIC_ESTER_HYDROLASE_ACTIVITY	10		Rejected!	
GOMF_SPECIES_GO:0008486_DIPHOSPHOINOSITOL-POLYPHOSPHATE_DIPHOSPHATASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008494_TRANSLATION_ACTIVATOR_ACTIVITY	12		Rejected!	
GOMF_SPECIES_GO:0008495_PROTOHEME_IX_FARNESYLTRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008499_UDP-GALACTOSE:BETA-N-ACETYLGLUCOSAMINE_BETA-1,3-GALACTOSYLTRANSFERASE_ACTIVITY	11		Rejected!	
GOMF_SPECIES_GO:0008504_MONOAMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	17	15		
GOMF_SPECIES_GO:0008509_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	333	196		
GOMF_SPECIES_GO:0008511_SODIUM:POTASSIUM:CHLORIDE_SYMPORTER_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008514_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	184	131		
GOMF_SPECIES_GO:0008517_FOLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008519_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008520_L-ASCORBATE:SODIUM_SYMPORTER_ACTIVITY	4		Rejected!	
GOMF_SPECIES_GO:0008525_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0008526_PHOSPHATIDYLINOSITOL_TRANSFER_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008527_TASTE_RECEPTOR_ACTIVITY	30	23		
GOMF_SPECIES_GO:0008528_G_PROTEIN-COUPLED_PEPTIDE_RECEPTOR_ACTIVITY	103	57		
GOMF_SPECIES_GO:0008534_OXIDIZED_PURINE_NUCLEOBASE_LESION_D_N-GLYCOSYLASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008545_JUN_KINASE_KINASE_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008554_P-TYPE_SODIUM_TRANSPORTER_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008556_P-TYPE_POTASSIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0008558_ABC-TYPE_GUANINE_TRANSPORTER_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008559_ABC-TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY	14		Rejected!	
GOMF_SPECIES_GO:0008566_MITOCHONDRIAL_PROTEIN-TRANSPORTING_ATPASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008568_MICROTUBULE-SEVERING_ATPASE_ACTIVITY	15		Rejected!	
GOMF_SPECIES_GO:0008569_MINUS-END-DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	23	21		
GOMF_SPECIES_GO:0008574_PLUS-END-DIRECTED_MICROTUBULE_MOTOR_ACTIVITY	25		Rejected!	
GOMF_SPECIES_GO:0008579_JUN_KINASE_PHOSPHATASE_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008597_CALCIUM-DEPENDENT_PROTEIN_SERINE/THREONINE_PHOSPHATASE_REGULATOR_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008603_CAMP-DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008607_PHOSPHORYLASE_KINASE_REGULATOR_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008609_ALKYLGLYCERONE-PHOSPHATE_SYNTHASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008613_DIURETIC_HORMONE_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008641_UBIQUITIN-LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY	15		Rejected!	
GOMF_SPECIES_GO:0008649_RR_METHYLTRANSFERASE_ACTIVITY	19	18		
GOMF_SPECIES_GO:0008650_RR_(URIDINE-2	4		Rejected!	
GOMF_SPECIES_GO:0008656_CYSTEINE-TYPE_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	3		Rejected!	
GOMF_SPECIES_GO:0008659_(3R)-HYDROXYMYRISTOYL-[ACYL-CARRIER-PROTEIN]_DEHYDRATASE_ACTIVITY	22	15		
GOMF_SPECIES_GO:0008693_3-HYDROXYDECANOYL-[ACYL-CARRIER-PROTEIN]_DEHYDRATASE_ACTIVITY	22	15		
GOMF_SPECIES_GO:0008732_L-ALLO-THREONINE_ALDOLASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008743_L-THREONINE_3-DEHYDROGENASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008745_N-ACETYLMURAMOYL-L-ALANINE_AMIDASE_ACTIVITY	12		Rejected!	
GOMF_SPECIES_GO:0008757_S-ADENOSYLMETHIONINE-DEPENDENT_METHYLTRANSFERASE_ACTIVITY	152	96		
GOMF_SPECIES_GO:0008774_ACETALDEHYDE_DEHYDROGENASE_(ACETYLATING)_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0008796_BIS(5	3		Rejected!	
GOMF_SPECIES_GO:0008798_BETA-ASPARTYL-PEPTIDASE_ACTIVITY	8		Rejected!	
GOMF_SPECIES_GO:0008821_CROSSOVER_JUNCTION_ENDODEOXYRIBONUCLEASE_ACTIVITY	6		Rejected!	
GOMF_SPECIES_GO:0008865_FRUCTOKINASE_ACTIVITY	5		Rejected!	
GOMF_SPECIES_GO:0008889_GLYCEROPHOSPHODIESTER_PHOSPHODIESTERASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008890_GLYCINE_C-ACETYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008892_GUANINE_DEAMINASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008898_S-ADENOSYLMETHIONINE-HOMOCYSTEINE_S-METHYLTRANSFERASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008905_MANNOSE-PHOSPHATE_GUANYLYLTRANSFERASE_ACTIVITY	3		Rejected!	
GOMF_SPECIES_GO:0008934_INOSITOL_MONOPHOSPHATE_1-PHOSPHATASE_ACTIVITY	7		Rejected!	
GOMF_SPECIES_GO:0008940_NITRATE_REDUCTASE_ACTIVITY	2		Rejected!	
GOMF_SPECIES_GO:0008962_PHOSPHATIDYLGLYCEROPHOSPHATASE_ACTIVITY	4		Rejected!	
